voltage,current,power,energy,timestamp,date
242.0,0.368,57.5,0.000191,18:05:2025 12:52:19.46,2025-05-18
242.0,0.369,57.7,0.000192,18:05:2025 12:52:24.59,2025-05-18
242.2,0.369,57.9,0.000192,18:05:2025 12:52:29.69,2025-05-18
242.6,0.364,56.9,0.000192,18:05:2025 12:52:34.82,2025-05-18
242.5,0.37,58.0,0.000192,18:05:2025 12:52:39.93,2025-05-18
242.8,0.368,57.6,0.000192,18:05:2025 12:52:45.05,2025-05-18
243.5,0.362,58.0,0.000192,18:05:2025 12:52:50.15,2025-05-18
242.9,0.368,58.5,0.000192,18:05:2025 12:52:55.28,2025-05-18
242.4,0.367,57.7,0.000192,18:05:2025 12:53:00.38,2025-05-18
243.6,0.363,58.1,0.000192,18:05:2025 12:53:05.54,2025-05-18
242.2,0.365,57.3,0.000192,18:05:2025 12:53:10.68,2025-05-18
242.4,0.365,57.5,0.000192,18:05:2025 12:53:18.57,2025-05-18
242.2,0.365,57.1,0.000192,18:05:2025 12:53:23.85,2025-05-18
242.1,0.37,58.0,0.000193,18:05:2025 12:53:28.99,2025-05-18
242.1,0.368,57.6,0.000193,18:05:2025 12:53:34.15,2025-05-18
242.0,0.367,57.7,0.000193,18:05:2025 12:53:39.25,2025-05-18
245.1,0.362,57.7,0.000193,18:05:2025 12:53:44.43,2025-05-18
245.3,0.364,57.7,0.000193,18:05:2025 12:53:49.57,2025-05-18
245.2,0.362,58.0,0.000193,18:05:2025 12:53:54.74,2025-05-18
245.2,0.364,58.2,0.000193,18:05:2025 12:53:59.89,2025-05-18
245.3,0.362,57.8,0.000193,18:05:2025 12:54:05.01,2025-05-18
245.1,0.366,58.4,0.000193,18:05:2025 12:54:10.19,2025-05-18
244.9,0.365,58.3,0.000193,18:05:2025 12:54:15.31,2025-05-18
245.0,0.36,57.5,0.000193,18:05:2025 12:54:20.45,2025-05-18
245.0,0.358,57.3,0.000194,18:05:2025 12:54:25.60,2025-05-18
245.1,0.363,57.8,0.000194,18:05:2025 12:54:30.71,2025-05-18
245.7,0.358,58.1,0.000194,18:05:2025 12:54:35.85,2025-05-18
245.1,0.359,57.4,0.000194,18:05:2025 12:54:40.95,2025-05-18
245.0,0.361,57.5,0.000194,18:05:2025 12:54:46.07,2025-05-18
245.1,0.357,57.0,0.000194,18:05:2025 12:54:51.81,2025-05-18
245.1,0.359,57.0,0.000194,18:05:2025 12:54:56.93,2025-05-18
245.3,0.362,57.7,0.000194,18:05:2025 12:55:02.67,2025-05-18
245.5,0.358,57.2,0.000194,18:05:2025 12:55:07.78,2025-05-18
245.4,0.357,56.7,0.000194,18:05:2025 12:55:12.91,2025-05-18
245.3,0.36,57.8,0.000194,18:05:2025 12:55:18.37,2025-05-18
245.4,0.36,57.6,0.000194,18:05:2025 12:55:23.85,2025-05-18
245.3,0.359,57.6,0.000195,18:05:2025 12:55:29.16,2025-05-18
245.2,0.361,57.8,0.000195,18:05:2025 12:55:34.27,2025-05-18
245.3,0.361,58.0,0.000195,18:05:2025 12:55:39.45,2025-05-18
245.6,0.359,57.7,0.000195,18:05:2025 12:55:44.67,2025-05-18
245.5,0.364,58.0,0.000195,18:05:2025 12:55:50.15,2025-05-18
245.3,0.363,58.2,0.000195,18:05:2025 12:55:55.55,2025-05-18
244.3,0.361,57.6,0.000195,18:05:2025 12:56:00.74,2025-05-18
244.8,0.357,57.3,0.000195,18:05:2025 12:56:05.96,2025-05-18
244.7,0.365,58.4,0.000195,18:05:2025 12:56:11.10,2025-05-18
244.5,0.361,57.6,0.000195,18:05:2025 12:56:16.25,2025-05-18
244.2,0.361,57.6,0.000195,18:05:2025 12:56:24.84,2025-05-18
244.6,0.363,57.8,0.000196,18:05:2025 12:56:30.59,2025-05-18
245.6,0.356,58.0,0.000196,18:05:2025 12:56:35.73,2025-05-18
244.6,0.361,57.7,0.000196,18:05:2025 12:56:41.22,2025-05-18
244.5,0.362,57.7,0.000196,18:05:2025 12:56:46.52,2025-05-18
244.4,0.36,57.3,0.000196,18:05:2025 12:56:52.01,2025-05-18
