voltage,current,power,energy,timestamp,date
244.4,0.36,57.3,0.000107,15:05:2025 16:50:00.54,2025-05-15
244.6,0.36,57.3,0.000107,15:05:2025 16:50:05.65,2025-05-15
244.4,0.36,57.5,0.000107,15:05:2025 16:50:10.77,2025-05-15
244.6,0.358,57.5,0.000107,15:05:2025 16:50:15.88,2025-05-15
244.6,0.358,57.3,0.000107,15:05:2025 16:50:21.01,2025-05-15
244.5,0.361,57.4,0.000107,15:05:2025 16:50:26.14,2025-05-15
243.2,0.365,57.5,0.000107,15:05:2025 16:50:31.25,2025-05-15
242.9,0.363,57.3,0.000108,15:05:2025 16:50:36.35,2025-05-15
243.0,0.365,57.5,0.000108,15:05:2025 16:50:41.45,2025-05-15
243.1,0.364,57.3,0.000108,15:05:2025 16:50:46.56,2025-05-15
242.8,0.37,57.9,0.000108,15:05:2025 16:50:51.66,2025-05-15
243.2,0.367,57.5,0.000108,15:05:2025 16:50:56.76,2025-05-15
243.2,0.365,57.2,0.000108,15:05:2025 16:51:01.87,2025-05-15
243.0,0.367,57.6,0.000108,15:05:2025 16:51:06.96,2025-05-15
243.0,0.367,57.8,0.000108,15:05:2025 16:51:12.07,2025-05-15
242.9,0.365,57.3,0.000108,15:05:2025 16:51:17.17,2025-05-15
242.9,0.366,57.5,0.000108,15:05:2025 16:51:22.27,2025-05-15
242.9,0.362,57.5,0.000108,15:05:2025 16:51:27.40,2025-05-15
242.5,0.364,57.4,0.000109,15:05:2025 16:51:32.50,2025-05-15
241.3,0.372,58.5,0.000109,15:05:2025 16:51:37.60,2025-05-15
241.0,0.368,57.5,0.000109,15:05:2025 16:51:42.73,2025-05-15
240.8,0.367,57.5,0.000109,15:05:2025 16:51:47.85,2025-05-15
241.0,0.367,57.6,0.000109,15:05:2025 16:51:52.94,2025-05-15
240.8,0.366,57.4,0.000109,15:05:2025 16:51:58.03,2025-05-15
240.8,0.364,57.0,0.000109,15:05:2025 16:52:03.12,2025-05-15
240.8,0.368,57.4,0.000109,15:05:2025 16:52:08.22,2025-05-15
240.8,0.366,57.1,0.000109,15:05:2025 16:52:13.32,2025-05-15
241.1,0.366,56.9,0.000109,15:05:2025 16:52:18.44,2025-05-15
240.9,0.37,57.5,0.000109,15:05:2025 16:52:23.61,2025-05-15
240.8,0.368,57.4,0.000109,15:05:2025 16:52:28.70,2025-05-15
240.9,0.368,57.2,0.000109,15:05:2025 16:52:33.85,2025-05-15
240.9,0.367,56.9,0.00011,15:05:2025 16:52:38.95,2025-05-15
241.2,0.37,57.8,0.00011,15:05:2025 16:52:44.05,2025-05-15
241.3,0.372,57.8,0.00011,15:05:2025 16:52:49.15,2025-05-15
241.1,0.372,57.8,0.00011,15:05:2025 16:52:54.25,2025-05-15
241.4,0.374,58.0,0.00011,15:05:2025 16:52:59.36,2025-05-15
241.5,0.373,57.8,0.00011,15:05:2025 16:53:04.44,2025-05-15
241.6,0.369,57.6,0.00011,15:05:2025 16:53:09.55,2025-05-15
241.4,0.372,57.4,0.00011,15:05:2025 16:53:14.66,2025-05-15
241.1,0.373,57.5,0.00011,15:05:2025 16:53:19.79,2025-05-15
241.3,0.375,57.8,0.00011,15:05:2025 16:53:24.89,2025-05-15
241.4,0.37,57.0,0.00011,15:05:2025 16:53:29.99,2025-05-15
241.8,0.373,57.6,0.000111,15:05:2025 16:53:35.11,2025-05-15
